id,type,category,subcategory,tags,file,class
819,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 148, 'name': 'Softbox', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['softbox', 'studios', 'warm']",data/ec53a761-fcbd-4e95-ad8d-0c1ab5ac74b8.png,0
1019,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 149, 'name': 'Lamps', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['lamps', 'red', 'studios']",data/541c8c19-5481-4e9b-a339-7cec5387e119.jpg,0
762,"{'id': 3, 'name': 'HDRI'}","{'id': 33, 'name': 'Gradients', 'type': {'id': 3, 'name': 'HDRI'}}",,"['cold', 'gradients', 'grey', 'medium_contrast']",data/097cf1bd-e7d0-466e-8d65-d92ce4dffb0d.png,0
2750,"{'id': 1, 'name': '3D Models'}","{'id': 7, 'name': 'Interior', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 170, 'name': 'Decor', 'category': {'id': 7, 'name': 'Interior', 'type': {'id': 1, 'name': '3D Models'}}}","['box', 'christmas', 'decoration', 'gift', 'holiday', 'interior_design', 'new_year']",data/2735e4d9-428b-4cc6-b32a-0d7fe6f6fb8e.png,0
3092,"{'id': 1, 'name': '3D Models'}","{'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 90, 'name': 'Trees', 'category': {'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}}","['bark', 'branch', 'forest', 'log', 'nature', 'old', 'stick', 'stump', 'tree', 'trunk', 'twig', 'wild', 'wood']",data/15c0cbab-28de-428e-9bc8-76acbf29743b.png,1
546,"{'id': 3, 'name': 'HDRI'}","{'id': 30, 'name': 'Outdoor', 'type': {'id': 3, 'name': 'HDRI'}}",,"['cloudy', 'dunes', 'low_contrast', 'morning/afternoon', 'nature', 'outdoor', 'sand', 'skies']",data/d3f82808-ad81-4ec8-98f2-901c08563db9.png,0
1788,"{'id': 4, 'name': 'Footages'}","{'id': 114, 'name': 'Explosions', 'type': {'id': 4, 'name': 'Footages'}}",,"['automatic', 'blust', 'explosion', 'fire', 'flashes', 'gun', 'muzzle', 'shot']",data/1377a919-3ac7-4458-8dbc-10b17bc152b7.jpg,0
2573,"{'id': 1, 'name': '3D Models'}","{'id': 6, 'name': 'Industrial', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 163, 'name': 'Tools', 'category': {'id': 6, 'name': 'Industrial', 'type': {'id': 1, 'name': '3D Models'}}}","['hand_tool', 'key', 'nut', 'tools', 'wrench']",data/84e3760d-da69-43ee-869a-1a441815cc5e.png,0
1955,"{'id': 19, 'name': 'VJ Loops'}","{'id': 122, 'name': 'Shapes', 'type': {'id': 19, 'name': 'VJ Loops'}}",,"['abstract', 'lines']",data/cdcd21ef-29e5-4f66-a595-14dafe2b70d3.jpg,0
1703,"{'id': 4, 'name': 'Footages'}","{'id': 114, 'name': 'Explosions', 'type': {'id': 4, 'name': 'Footages'}}",,"['bang', 'blust', 'dust', 'explosion', 'sand']",data/f7fcb093-fed7-4da4-a79e-121895a07116.jpg,0
1358,"{'id': 11, 'name': 'Setups'}","{'id': 84, 'name': 'Mapping', 'type': {'id': 11, 'name': 'Setups'}}",,"['2014', 'arma17', 'mapping', 'moscow']",data/6ac9afb1-8243-4268-8a41-b4c2ed7af5d7.png,0
2235,"{'id': 1, 'name': '3D Models'}","{'id': 13, 'name': 'Kitbash', 'type': {'id': 1, 'name': '3D Models'}}",,"['bench', 'city', 'dumpsters', 'environment', 'hydrant', 'kitbash', 'ladders', 'lamp_posts', 'phone', 'props', 'road_cones', 'road_dividers', 'stairs', 'street', 'subway_entrance', 'trash_bin', 'urban']",data/da9681e9-4cd9-478c-8adb-6fe586578201.png,0
2415,"{'id': 19, 'name': 'VJ Loops'}","{'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}","{'id': 174, 'name': 'Kaleidoscope', 'category': {'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}}","['abstract', 'flower', 'kaleidoscope']",data/b5779277-d785-4352-9c79-6630b8f24ccf.jpg,0
1742,"{'id': 4, 'name': 'Footages'}","{'id': 36, 'name': 'Debris', 'type': {'id': 4, 'name': 'Footages'}}",,"['breaking', 'crack', 'debris', 'glass', 'shot']",data/2f5b78e6-d092-40b9-a201-f9a920de4a4b.jpg,0
1587,"{'id': 4, 'name': 'Footages'}","{'id': 36, 'name': 'Debris', 'type': {'id': 4, 'name': 'Footages'}}",,"['breaking', 'collapse', 'crush', 'debris', 'dust', 'fall', 'sand']",data/58ac74ce-e1a6-422b-85eb-8891fc50bf2f.png,0
2003,"{'id': 19, 'name': 'VJ Loops'}","{'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}",,"['abstract', 'art', 'colorful', 'drops', 'glitter', 'liquid', 'multi_color', 'shine']",data/24913580-114e-4b6b-b771-3049868f2e6a.jpg,0
1224,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 149, 'name': 'Lamps', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['cold', 'lamps', 'round', 'studios']",data/6f38b215-3607-40be-9d4f-d25962d08010.jpg,0
1102,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 149, 'name': 'Lamps', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['lamps', 'round', 'studios', 'warm']",data/86b6bc61-9144-42d1-bf06-0d5c40f4db57.jpg,0
2254,"{'id': 1, 'name': '3D Models'}","{'id': 4, 'name': 'Buildings', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 44, 'name': 'Medium Sized', 'category': {'id': 4, 'name': 'Buildings', 'type': {'id': 1, 'name': '3D Models'}}}","['architecture', 'buildings', 'europe', 'france', 'street']",data/813c39d1-9549-4c51-94c5-f1f9dfcff9a3.png,0
2088,"{'id': 1, 'name': '3D Models'}","{'id': 3, 'name': 'Human', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 35, 'name': 'Casual People', 'category': {'id': 3, 'name': 'Human', 'type': {'id': 1, 'name': '3D Models'}}}","['asian', 'casual', 'dress', 'human', 'sitting', 'standing', 'woman', 'women']",data/1df74e0a-3a12-4377-b69d-9e3553222ded.png,0
2505,"{'id': 1, 'name': '3D Models'}","{'id': 5, 'name': 'Outdoor', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 63, 'name': 'Megapolis', 'category': {'id': 5, 'name': 'Outdoor', 'type': {'id': 1, 'name': '3D Models'}}}","['bicycle', 'bike', 'cafe', 'coffee', 'food_cart', 'kiosk', 'mobile']",data/76236ca8-b67e-4404-bcbd-4d94cf60c1e3.png,0
850,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 148, 'name': 'Softbox', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['softbox', 'studios', 'warm']",data/c93d3a72-6740-4abc-ba41-69d12097a179.png,0
641,"{'id': 3, 'name': 'HDRI'}","{'id': 34, 'name': 'Other', 'type': {'id': 3, 'name': 'HDRI'}}",,"['flares', 'flash', 'fractal', 'light_violet', 'medium_contrast', 'particles', 'rays', 'stripes', 'violet']",data/aa97ddda-bf18-4d08-b919-18d95d4f1806.png,0
2128,"{'id': 1, 'name': '3D Models'}","{'id': 3, 'name': 'Human', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 27, 'name': 'Men HiRes', 'category': {'id': 3, 'name': 'Human', 'type': {'id': 1, 'name': '3D Models'}}}","['conversation', 'human', 'selfie', 'sitting', 'smartphone', 'standing', 'talking', 'woman', 'women']",data/77bf4f2b-2817-41d3-a4cd-55affd0bf95d.png,0
421,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['d-segment', 'peugeot', 'sedan']",data/741b95dd-ae5c-4c3a-a51f-65c52b70df1d.png,2
759,"{'id': 3, 'name': 'HDRI'}","{'id': 28, 'name': 'Studios', 'type': {'id': 3, 'name': 'HDRI'}}",,"['high-contrast', 'lamps', 'neutral', 'studios']",data/fdddc115-c133-4ec7-99b1-0efe851a561f.png,0
2346,"{'id': 19, 'name': 'VJ Loops'}","{'id': 123, 'name': 'Typography', 'type': {'id': 19, 'name': 'VJ Loops'}}",,"['text', 'typography']",data/574afc43-8ed8-469f-bac7-75012361cafc.png,0
596,"{'id': 3, 'name': 'HDRI'}","{'id': 30, 'name': 'Outdoor', 'type': {'id': 3, 'name': 'HDRI'}}",,"['field', 'grass', 'medium_contrast', 'morning/afternoon', 'natural_light', 'nature', 'road', 'sun']",data/bc5b30c3-fd1f-40c4-9dbf-797365bfd9a6.png,0
866,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 150, 'name': 'Other', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['cold', 'spotlight', 'studios']",data/8eb992fc-19ab-4410-a453-8ba68c27b755.jpg,0
2103,"{'id': 1, 'name': '3D Models'}","{'id': 3, 'name': 'Human', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 35, 'name': 'Casual People', 'category': {'id': 3, 'name': 'Human', 'type': {'id': 1, 'name': '3D Models'}}}","['aerobics', 'asian', 'fitness', 'gym', 'human', 'pilates', 'runner', 'sport', 'step', 'woman', 'women', 'workout', 'yoga']",data/6f749f24-d952-428c-8861-387d5d3778ef.png,0
729,"{'id': 3, 'name': 'HDRI'}","{'id': 28, 'name': 'Studios', 'type': {'id': 3, 'name': 'HDRI'}}",,"['cold', 'lamps', 'medium_contrast', 'studio']",data/6675d446-689d-424b-bcd5-2fe77eca2dbb.png,0
1619,"{'id': 4, 'name': 'Footages'}","{'id': 116, 'name': 'Dust', 'type': {'id': 4, 'name': 'Footages'}}",,"['breaking', 'burst', 'crush', 'diffusion', 'dust', 'explosion', 'wave']",data/83ef7c2d-0555-42b3-bd1e-b4949cb5ed77.jpg,0
1849,"{'id': 4, 'name': 'Footages'}","{'id': 39, 'name': 'Sparks', 'type': {'id': 4, 'name': 'Footages'}}",,"['flash', 'sparks', 'welding']",data/2d327cbe-3289-4304-a7f7-8c972a776dbc.jpg,0
758,"{'id': 3, 'name': 'HDRI'}","{'id': 28, 'name': 'Studios', 'type': {'id': 3, 'name': 'HDRI'}}",,"['lamps', 'medium_contrast', 'neutral', 'studios', 'yellow']",data/8ac48b0b-972f-4036-b2d7-1e7995d783df.png,0
1271,"{'id': 4, 'name': 'Footages'}","{'id': 113, 'name': 'Space', 'type': {'id': 4, 'name': 'Footages'}}",,"['cosmos', 'galaxy', 'milkyway', 'nebula', 'space', 'stars']",data/50645916-48f8-4704-98e2-679c36f9b242.jpg,0
2210,"{'id': 1, 'name': '3D Models'}","{'id': 13, 'name': 'Kitbash', 'type': {'id': 1, 'name': '3D Models'}}",,"['bulgarov', 'caps', 'cyborg', 'kitbash', 'mech', 'pistons', 'robotics', 'sci-fi']",data/806cd5eb-6101-4955-82c4-49c340290031.png,0
995,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 149, 'name': 'Lamps', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['cold', 'lamps', 'studios']",data/9e3b82d1-e8e3-49e5-a1d1-db792bc3f1fa.jpg,0
3342,"{'id': 2, 'name': 'Textures'}","{'id': 175, 'name': 'cyber', 'type': {'id': 2, 'name': 'Textures'}}",,"['cyber', 'cyberpunk', 'neon', 'pixel', 'sign']",data/38805548-9a25-4c4d-8c3e-6d8c5cec1417.jpg,0
3292,"{'id': 4, 'name': 'Footages'}","{'id': 41, 'name': 'Other', 'type': {'id': 4, 'name': 'Footages'}}",,"['hud', 'magic', 'ritual']",data/d53524e6-b868-4fbd-afdd-838420db5190.jpg,0
1398,"{'id': 1, 'name': '3D Models'}","{'id': 104, 'name': 'Other', 'type': {'id': 1, 'name': '3D Models'}}",,"['emblem', 'fifa', 'football', 'logo', 'qatar', 'world_cup']",data/cbe466a3-0b6e-4bb1-80d1-08193d57db4e.png,0
1994,"{'id': 19, 'name': 'VJ Loops'}","{'id': 120, 'name': 'Glass', 'type': {'id': 19, 'name': 'VJ Loops'}}",,"['abstract', 'dispersion', 'glass']",data/016e0402-18b7-4998-8a46-b106692c2f28.jpg,0
2717,"{'id': 16, 'name': 'Music & SFX'}","{'id': 99, 'name': 'Stock', 'type': {'id': 16, 'name': 'Music & SFX'}}","{'id': 139, 'name': 'Drive', 'category': {'id': 99, 'name': 'Stock', 'type': {'id': 16, 'name': 'Music & SFX'}}}","['background', 'beat', 'corporate', 'energetic', 'minor', 'rhytm']",data/ec425ca2-c038-487f-a26c-1278d6e18235.png,0
1146,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 149, 'name': 'Lamps', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['lamps', 'neutral', 'round', 'studios']",data/786edc4c-41be-4585-ae5d-8de6786155f9.jpg,0
2391,"{'id': 19, 'name': 'VJ Loops'}","{'id': 126, 'name': 'Simulation', 'type': {'id': 19, 'name': 'VJ Loops'}}","{'id': 173, 'name': 'Fluid', 'category': {'id': 126, 'name': 'Simulation', 'type': {'id': 19, 'name': 'VJ Loops'}}}","['noise', 'simulation', 'water', 'wave']",data/56b895dc-e1f2-4a51-8501-84a9ec406285.png,0
652,"{'id': 3, 'name': 'HDRI'}","{'id': 34, 'name': 'Other', 'type': {'id': 3, 'name': 'HDRI'}}",,"['flash', 'fractal', 'high-contrast', 'orange']",data/d2878bc2-490a-41a4-9812-124502c23af3.png,0
2503,"{'id': 1, 'name': '3D Models'}","{'id': 7, 'name': 'Interior', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 170, 'name': 'Decor', 'category': {'id': 7, 'name': 'Interior', 'type': {'id': 1, 'name': '3D Models'}}}","['clock', 'street', 'time']",data/33767d26-8a9c-4115-9bd5-1ef509928dbf.png,0
196,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['audi', 'crossover', 'off-road']",data/1c444648-9ad1-4065-8141-7a8fc81cee40.png,2
1038,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 148, 'name': 'Softbox', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['cold', 'cyan', 'softbox', 'studios']",data/4b6d2125-1bd1-4b86-b882-21983b50b7fd.jpg,0
541,"{'id': 3, 'name': 'HDRI'}","{'id': 29, 'name': 'Indoor', 'type': {'id': 3, 'name': 'HDRI'}}",,"['artificial_light', 'empty', 'hall', 'indoor', 'large_room', 'medium_contrast', 'night', 'wood_floor']",data/66e310c1-0bb0-419e-ad34-5ed4c5771ce6.png,0
1004,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 148, 'name': 'Softbox', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['cold', 'lamps', 'softbox', 'studios']",data/e1b10e9a-258f-40d3-93f6-9cc07c6c63dd.jpg,0
161,"{'id': 9, 'name': 'Rigs'}","{'id': 71, 'name': 'Real People', 'type': {'id': 9, 'name': 'Rigs'}}",,"['rig', 'rigged', 'woman']",data/b09828c1-c77c-4d22-b43d-a795a024a1f1.jpg,0
2927,"{'id': 1, 'name': '3D Models'}","{'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 93, 'name': 'Grass', 'category': {'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}}","['bushes', 'grass', 'nature', 'plant', 'weed']",data/ec3055b4-698c-4de9-a1f3-29764957330c.png,1
1302,"{'id': 11, 'name': 'Setups'}","{'id': 82, 'name': 'Stages', 'type': {'id': 11, 'name': 'Setups'}}",,"['2020', 'devices', 'galaxy_fold_2', 'galaxy_s20', 'presentation', 'samsung', 'smartphone', 'stages']",data/dbda3d2b-3914-441e-a948-a2f408f60c40.jpg,0
2374,"{'id': 19, 'name': 'VJ Loops'}","{'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}","{'id': 176, 'name': 'Other', 'category': {'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}}","['explosion', 'fire', 'fireworks', 'flame', 'red', 'space', 'star', 'supernova']",data/1d6613c1-0af9-4f03-87a8-f932684a372f.png,0
3223,"{'id': 4, 'name': 'Footages'}","{'id': 101, 'name': 'Particles', 'type': {'id': 4, 'name': 'Footages'}}",,"['bang', 'coarse', 'dirt', 'dust', 'explosion', 'particles', 'sand']",data/d55c94f9-8894-4561-834e-41b68e67d3e0.jpg,0
1183,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 149, 'name': 'Lamps', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['cold', 'cyan', 'lamps', 'round', 'studios']",data/1cd7b752-97e8-4b7c-af86-68ad75fddf9d.jpg,0
2294,"{'id': 1, 'name': '3D Models'}","{'id': 131, 'name': 'Science', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 155, 'name': 'Medicine', 'category': {'id': 131, 'name': 'Science', 'type': {'id': 1, 'name': '3D Models'}}}","['ambulance', 'cardiac_system', 'cardiology', 'computer', 'defibrillator', 'diagnostic', 'health', 'hospital', 'laboratory', 'medical', 'reanimation']",data/3b62d68d-e43b-497d-b6a3-caa78dee7c64.png,0
3002,"{'id': 4, 'name': 'Footages'}","{'id': 171, 'name': 'People', 'type': {'id': 4, 'name': 'Footages'}}",,"['body', 'human', 'man', 'naked', 'people']",data/9366c4b0-a85f-43f2-addd-d829e7ad00a2.jpg,0
1179,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 149, 'name': 'Lamps', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['lamps', 'round', 'studios', 'warm']",data/c3d4b389-8109-4cea-bbfc-070622849404.jpg,0
133,"{'id': 3, 'name': 'HDRI'}","{'id': 29, 'name': 'Indoor', 'type': {'id': 3, 'name': 'HDRI'}}",,"['apartaments', 'flat', 'room']",data/1dfdc387-2fff-453d-ad2f-4f9e6509a0e0.png,0
1922,"{'id': 19, 'name': 'VJ Loops'}","{'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}",,"['abstract', 'kaleidoscope', 'maze', 'mirror']",data/9e29c41d-e00b-4dda-9b12-ce81827c0119.png,0
1200,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 149, 'name': 'Lamps', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['cold', 'cyan', 'lamps', 'round', 'studios']",data/916a3898-6ec8-40bb-bee8-af8885f57927.jpg,0
895,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 148, 'name': 'Softbox', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['softbox', 'studios', 'umbrella', 'warm']",data/fe432e62-4764-4333-a794-eb1972af7528.png,0
588,"{'id': 3, 'name': 'HDRI'}","{'id': 29, 'name': 'Indoor', 'type': {'id': 3, 'name': 'HDRI'}}",,"['architecture', 'brick', 'building', 'clouds', 'embankment', 'glass', 'medium_contrast', 'modern', 'morning/afternoon', 'natural_light', 'pillar', 'river', 'sun', 'water']",data/9d993d6c-7584-42d7-abb8-2dbb58afa11a.png,0
3074,"{'id': 4, 'name': 'Footages'}","{'id': 171, 'name': 'People', 'type': {'id': 4, 'name': 'Footages'}}",,"['airport', 'people']",data/518d685d-0f47-4d84-9260-e7930df616b1.jpg,0
1507,"{'id': 4, 'name': 'Footages'}","{'id': 115, 'name': 'Splashes', 'type': {'id': 4, 'name': 'Footages'}}",,"['blood', 'carnage', 'horror', 'massacre', 'red', 'splash', 'splat', 'splatter']",data/a3f9ed08-1e4a-4801-b7d5-f175d2b04579.jpg,0
156,"{'id': 6, 'name': 'VDB'}","{'id': 57, 'name': 'Clouds', 'type': {'id': 6, 'name': 'VDB'}}",,"['cloud', 'vdb']",data/6a5fe27e-86a6-44e6-b296-fd01d54ef3ec.png,0
1724,"{'id': 4, 'name': 'Footages'}","{'id': 36, 'name': 'Debris', 'type': {'id': 4, 'name': 'Footages'}}",,"['breaking', 'broken', 'crack', 'debris', 'falling', 'glass']",data/d24078db-7d94-4c97-b0d2-48cb4a644122.jpg,0
2770,"{'id': 1, 'name': '3D Models'}","{'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 98, 'name': 'Home', 'category': {'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}}","['decor', 'flowers', 'nature', 'plants', 'vase']",data/89c9b688-cb2a-45aa-ac43-b83dc2af05f7.png,1
2417,"{'id': 19, 'name': 'VJ Loops'}","{'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}","{'id': 174, 'name': 'Kaleidoscope', 'category': {'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}}","['flower', 'kaleidoscope', 'lines', 'ornament', 'symbol']",data/228cfc2f-09d7-42b6-bfaa-6edd23d3e918.jpg,0
2158,"{'id': 19, 'name': 'VJ Loops'}","{'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}",,"['abstract', 'ancient', 'architecture', 'geometric', 'ornament', 'rhombic', 'stone', 'walls']",data/9cc19821-3265-4aa3-8f00-65636ebec163.jpg,0
1497,"{'id': 4, 'name': 'Footages'}","{'id': 115, 'name': 'Splashes', 'type': {'id': 4, 'name': 'Footages'}}",,"['blood', 'burst', 'carnage', 'horror', 'massacre', 'red', 'splash', 'splatter']",data/03883157-0184-4b95-b018-c5126905ec5c.jpg,0
2543,"{'id': 1, 'name': '3D Models'}","{'id': 4, 'name': 'Buildings', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 44, 'name': 'Medium Sized', 'category': {'id': 4, 'name': 'Buildings', 'type': {'id': 1, 'name': '3D Models'}}}","['architecture', 'buildings', 'cottage']",data/fa98362f-0743-468f-9e7b-0c9e258eadb2.png,0
404,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['d-segment', 'nissan', 'sedan']",data/c895b900-98f8-47fb-8ff8-fd8fa62d9f24.png,2
3206,"{'id': 19, 'name': 'VJ Loops'}","{'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}","{'id': 176, 'name': 'Other', 'category': {'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}}","['abstract', 'loop']",data/5e9c4cf3-60ce-4e62-be2d-1e85558a72eb.jpg,0
3154,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['china', 'hongqi', 'luxury', 'sedan']",data/c0b765f3-c830-416c-ab60-0a99e8b3aac4.png,2
2680,"{'id': 1, 'name': '3D Models'}","{'id': 146, 'name': 'Architecture', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 171, 'name': 'Sculpture', 'category': {'id': 146, 'name': 'Architecture', 'type': {'id': 1, 'name': '3D Models'}}}","['alexander', 'monument', 'moscow', 'russia', 'sculpture', 'statue']",data/a112ba73-4033-4606-b419-611eb4a67e51.png,0
3061,"{'id': 4, 'name': 'Footages'}","{'id': 171, 'name': 'People', 'type': {'id': 4, 'name': 'Footages'}}",,"['family', 'hud', 'parents', 'people']",data/3197c1ae-cb76-4cbf-b39e-31fb851bdc88.jpg,0
2879,"{'id': 1, 'name': '3D Models'}","{'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 93, 'name': 'Grass', 'category': {'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}}","['cereal', 'crops', 'grass', 'meadow', 'nature', 'plants']",data/4bc520f4-71b1-48f8-ac82-2f72346c02df.png,1
3304,"{'id': 2, 'name': 'Textures'}","{'id': 175, 'name': 'cyber', 'type': {'id': 2, 'name': 'Textures'}}",,"['cyber', 'cyberpunk', 'neon', 'pixel', 'sign']",data/08ff737b-0355-4556-a9f7-f32f3f607807.jpg,0
253,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['business_class', 'chevrolet', 'e-segment', 'retro']",data/024a70ff-b992-41d0-9e7c-54ffc7aeb043.png,2
3123,"{'id': 1, 'name': '3D Models'}","{'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 90, 'name': 'Trees', 'category': {'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}}","['bark', 'branch', 'forest', 'log', 'nature', 'old', 'stick', 'stump', 'tree', 'trunk', 'twig', 'wild', 'wood']",data/60efc851-0d0a-4ab7-8e98-56c80226b90d.png,1
699,"{'id': 3, 'name': 'HDRI'}","{'id': 28, 'name': 'Studios', 'type': {'id': 3, 'name': 'HDRI'}}",,"['cold', 'lamp', 'low_contrast', 'studio']",data/79bc8a69-c45f-4aba-932c-9ae11e4fa7e2.png,0
3178,"{'id': 1, 'name': '3D Models'}","{'id': 4, 'name': 'Buildings', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 41, 'name': 'Skyscrapers', 'category': {'id': 4, 'name': 'Buildings', 'type': {'id': 1, 'name': '3D Models'}}}","['japan', 'skyline', 'skyscraper', 'tower', 'yokohama']",data/178b0ca6-f139-4649-9719-28e41da72364.png,0
